電影ID,電影中文名,英譯,上映日期,片長,發行公司,IMDb分數,導演,演員,電影類型,分級
88,來去天堂,Down to Earth,上映日期：2002-09-15,片　　長：01時35分,發行公司：UIP,沒有評分,"['保羅魏茲兄弟(Chris Weitz,Paul Weitz)', '克利斯']","['尤金李維(Eugene Levy)', '克里斯洛克(Chris Rock)', '馬克艾迪(Mark Addy)', '查斯帕明泰利(Chazz Palminteri)', '法蘭基費森(Frankie Faison)', '蕾吉娜金恩(Regina King)', '汪黛塞克(Wanda Sykes)']","['奇幻', '喜劇', '愛情']",普遍級/G
89,龍吻,Kiss of the Dragon,上映日期：2001-08-04,片　　長：01時40分,發行公司：博偉電影,沒有評分,['克利斯納宏(Chris Nahon)'],"['李連杰(Jet Li)', '布莉姬芳達(Bridget Jane Fonda)']","['動作', '劇情', '懸疑/驚悚']",輔12級/PG12
90,生死極速,Driven,上映日期：2001-06-02,片　　長：02時07分,發行公司：年代影視,沒有評分,['雷尼哈林(Renny Harlin)'],"['席維斯史特龍(Sylvester Stallone)', '畢雷諾斯(Burt Reynolds)', '艾絲黛拉華倫(Estella Warren)', '奇普帕度(Kip Pardue)', '提爾史威格(Til Schweiger)']","['動作', '劇情']",輔12級/PG12
91,進化特區,Evolution,上映日期：2001-08-25,片　　長：01時43分,發行公司：博偉電影,沒有評分,['艾芬萊特曼(Ivan Reitman)'],"['奧蘭多瓊斯(Orlando Jones)', '大衛杜契尼(David Duchovny)', '大衛杜契尼(David Duchovny)', '茱莉安摩爾(Julianne Moore)', '西恩威廉史考特(Seann William Scott)']","['動作', '科幻']",保護級/P
92,太空戰士,Final Fantasy: The Spirits Within,上映日期：2001-08-11,片　　長：01時53分,發行公司：博偉電影,沒有評分,['板口博信(Hironobu Sakaguchi)'],"['亞歷鮑德溫(Alec Baldwin)', '詹姆斯伍德(James Woods)', '溫明娜']","['動作', '冒險', '科幻', '動畫']",普遍級/G
93,綁票驚爆點,The Way of The Gun,上映日期：2001-05-19,片　　長：未提供,發行公司：邁拓娛樂,沒有評分,['克里斯多夫麥奎利(Christopher McQuarrie)'],"['班尼西歐迪特洛(Benicio Del Toro)', '雷恩菲利普(Ryan Phillippe)', '茱莉葉路易絲(Juliette Lewis)']","['劇情', '犯罪', '懸疑/驚悚']",限制級/R
94,鬼地方.,The Hole,上映日期：2001-09-08,片　　長：01時12分,發行公司：,沒有評分,['尼克翰姆(Nick Hamm)'],"['綺拉奈特莉(Keira Knightley)', '丹尼爾布洛班(Daniel Brocklebank)', '戴斯蒙赫林頓(Desmond Harrington)', '勞倫斯福克斯(Lawrence Fox)', '莎拉布姬(Thora Birch)']","['犯罪', '恐怖', '懸疑/驚悚']",輔12級/PG12
95,侏羅紀公園III,Jurassic Park III,上映日期：2001-07-27,片　　長：01時32分,發行公司：UIP,沒有評分,['喬強斯頓(Joe Johnston)'],"['亞利山卓尼維拉(Alessandro Nivola)', '布魯斯楊格(Bruce A Young)', '邁可傑特(Michael Jeter)', '山姆尼爾(Sam Neil)', '蒂亞李歐妮(Tea Leoni)', '崔佛摩根(Trevor Morgan)', '威廉梅西(William H. Macy)']","['動作', '冒險', '科幻', '懸疑/驚悚']",保護級/P
96,全職殺手,Full Time Killer,上映日期：2001-09-28,片　　長：未提供,發行公司：邁拓娛樂,沒有評分,['杜琪峯(Johnnie To)'],"['劉德華(Andy Lau)', '任達華(Simon Yam)', '反町隆史', '林熙蕾']",['動作'],輔12級/PG12
97,薰衣草,Lavender,上映日期：2001-05-05,片　　長：未提供,發行公司：嘉禾影業,沒有評分,['葉錦鴻'],"['金城武(Takeshi Kaneshiro)', '陳慧琳', '陳奕迅']",['愛情'],未分類
98,瘦身男女,Love on a dite,上映日期：2001-06-23,片　　長：未提供,發行公司：龍祥,沒有評分,['杜琪峯(Johnnie To)'],"['劉德華(Andy Lau)', '鄭秀文(Sammi Cheng)']","['喜劇', '愛情']",普遍級/G
99,天使的約定,Marty's World,上映日期：2001-09-22,片　　長：01時26分,發行公司：春暉影業,沒有評分,['丹尼斯巴狄厄(Denis Bardiau)'],"['強納森德穆格(Jonathan Demurger)', '米歇爾塞侯(Michel Serrault)']",['劇情'],普遍級/G
100,紅磨坊,Moulin Rouge,上映日期：2001-06-02,片　　長：02時06分,發行公司：福斯電影,沒有評分,['巴茲魯曼(Baz Luhrmann)'],"['妮可基嫚(Nicole Kidman)', '伊旺麥奎格(Ewan McGregor)', '吉姆布洛班特(Jim Broadbent)', '約翰拉奎察莫(John Leguizamo)', '理查羅森堡(Richard Roxburgh)']","['劇情', '愛情', '音樂/歌舞']",保護級/P
101,神鬼傳奇 2,The Mummy Returns,上映日期：2001-06-15,片　　長：02時10分,發行公司：UIP,沒有評分,['史蒂芬桑莫斯(Stephen Sommers)'],"['瑞秋懷茲(Rachel Weisz)', '布蘭登費雪(Brendan Fraser)', '阿諾范斯洛(Arnold Vosloo)', '巨石強森(Dwayne Johnson)']","['動作', '冒險', '奇幻', '恐怖', '懸疑/驚悚']",保護級/P
102,尖峰時刻 2,Rush Hour 2,上映日期：2001-09-07,片　　長：01時45分,發行公司：邁拓娛樂,沒有評分,['布萊特雷納(Brett Ratner)'],"['成龍(Jackie Chan)', '章子怡(Zhang Zi-Yi)', '克里斯塔克(Chris Tucker)']","['動作', '冒險', '犯罪', '喜劇']",輔12級/PG12
103,聖經密碼戰,The Body,上映日期：2001-09-29,片　　長：01時40分,發行公司：年代影視,沒有評分,['約翰麥柯德(Jonas McCord)'],"['安東尼奧班德拉斯(Antonio Banderas)', '戴瑞克傑寇比(Derek Jacobi)', '傑森佛萊明(Jason Flemyng)', '約翰許瑞奈(John Shrapnel)', '奧莉薇威廉(Olivia Williams)']","['劇情', '懸疑/驚悚']",保護級/P
104,小偷遇到賊,What's the Worst That Could Happen?,上映日期：2001-09-01,片　　長：01時50分,發行公司：福斯電影,沒有評分,['山姆魏斯曼(Sam Weisman)'],"['馬丁勞倫斯(Martin Lawrence)', '丹尼狄維托(Danny DeVito)', '威廉費奇納(William Fichtner)', '約翰拉奎察莫(John Leguizamo)', '賴瑞米勒(Larry Miller)']","['犯罪', '喜劇']",保護級/P
105,古墓奇兵.,Tomb Raider,上映日期：2001-07-13,片　　長：01時33分,發行公司：UIP,沒有評分,['賽門魏斯特(Simon West)'],"['安潔莉娜裘莉(Angelina Jolie)', '強沃特(Jon Voight)', '丹尼爾克雷格(Daniel Craig)', '依安葛蘭(Iain Glen)', '諾亞泰勒(Naoh Taylor)']","['動作', '冒險', '奇幻']",保護級/P
106,老爸老媽愛出牆,Town & Country,上映日期：2001-06-01,片　　長：01時24分,發行公司：邁拓娛樂,沒有評分,['彼得契爾森(Peter Chelsom)'],"['喬許哈奈特(Josh Hartnett)', '黛安基頓(Diane Keaton)', '安蒂麥道威爾(Andie MacDowell)', '蓋瑞桑得林(Garry Shandling)', '歌蒂韓(Goldie Hawn)', '珍娜艾芙曼(Jenna Elfman)', '娜塔莎金斯基(Nastassja Kinski)', '華倫比提(Warren Beatty)']","['喜劇', '愛情']",輔12級/PG12
107,致命砍人節,Valentine,上映日期：2001-05-19,片　　長：01時36分,發行公司：華納,沒有評分,['傑米布蘭克斯(Jamie Blanks)'],"['大衛布雷納斯(David Boreanaz)', '丹妮絲瑞秋(Denise Richards)', '瑪莉雪登(Mary sherdeen)']",['懸疑/驚悚'],輔12級/PG12
108,烈愛灼身,Vatel,上映日期：2001-05-21,片　　長：01時57分,發行公司：春暉影業,沒有評分,['羅蘭約菲(Roland Joffe)'],"['提姆羅斯(Tim Roth)', '傑哈德巴狄厄(Gérard Depardieu)', '烏瑪舒曼(Uma Thurman)']","['劇情', '愛情']",保護級/P
109,企業戰士,YAMAKASI,上映日期：2001-06-08,片　　長：01時31分,發行公司：春暉影業,沒有評分,['喬阿希艾傑圖恩(Ariel Zeitoun)'],"['查爾沛耶(Charles Perriere)', 'Chau Belle(Chau Belle)', ""Guylain N'Guba-Boyeke(Guylain N'Guba-Boyeke)"", '羅倫皮蒙泰西(Laurent Piemontesi)', '馬迪歐弗(Malik Diouf)', '威廉貝利(Willaimas Belle)', '揚哈努塔(Yann Hnautra)']","['動作', '劇情', '犯罪']",保護級/P
110,三不管地帶,No Man's Land,上映日期：2002-04-06,片　　長：01時28分,發行公司：春暉影業,沒有評分,['丹尼斯塔諾維奇(Danis Tanovic)'],"['布朗柯杜利(Branko Djuric)', '菲利索戈維克(Filip Sovagovic)', '喬治塞提斯(Georges Siatdis)', '荷內貝托拉克(Rene Bitorajac)']","['劇情', '戰爭']",保護級/P
111,青春小手槍,Krampack,上映日期：2001-01-19,片　　長：01時30分,發行公司：優士電影,沒有評分,['西賽克(Cesc Gay)'],"['佛南多雷瑪諾(Fernando Ramallo)', '何迪維契茲(Jordi Vilches)']","['劇情', '喜劇', '愛情']",限制級/R
112,睜開你的雙眼,Open Your Eyes,上映日期：2002-01-12,片　　長：01時17分,發行公司：春暉影業,沒有評分,['亞歷山卓亞曼納巴(Alejandro Amenabar)'],"['潘妮洛普克魯茲(Penelope Cruz)', '艾德華多諾里加(Eduardo Noriega)', '費雷馬丁內斯(Fele Martinez)']","['劇情', '懸疑/驚悚']",限制級/R
113,巧克力男孩,The Adventures of Felix,上映日期：2002-05-25,片　　長：01時35分,發行公司：春暉影業,沒有評分,['奧立維耶杜卡斯第(Olivier Ducastel)'],"['愛莉安艾絲柯莉德(Ariane Ascaride)', '皮耶魯拉(Pierre-Loup Rajot)', '山米布吉拉(Sami Bouajila)']","['劇情', '喜劇']",未分類
114,白爛賤客,Jay and Silent Bob Strike Back,上映日期：2001-11-16,片　　長：02時00分,發行公司：邁拓娛樂,沒有評分,['凱文史密斯(Kevin Smith)'],"['麥特戴蒙(Matt Damon)', '克里斯洛克(Chris Rock)', '班艾佛列克(Ben Affleck)', '凱文史密斯(Kevin Smith)']","['冒險', '喜劇']",輔12級/PG12
115,甜姐不辣,The Sweetest Thing,上映日期：2001-06-01,片　　長：01時24分,發行公司：博偉電影,沒有評分,['羅傑庫伯(Roger Kumble)'],"['莎瑪布萊兒(Selma Blair)', '卡麥蓉狄亞(Cameron Diaz)', '克莉絲汀艾波蓋特(Christina Applegate)']","['喜劇', '愛情']",未分類
116,深海靈界點,Beyond,上映日期：2002-02-02,片　　長：01時31分,發行公司：華展影業,沒有評分,['艾克杉德森(Ake Sandgren)'],"['巴德歐(Baard Owe)', '班傑尼韓瑞森(Bjarne Henriksen)', '傑士伯阿修特(Jesper Asholt)', '奧托布萊德柏格(Otto Brandenberg)', '羅伯特漢森(Robert Hansen)']",['劇情'],輔12級/PG12
117,聯邦大蠢探,Corky Romano,上映日期：2001-11-30,片　　長：01時26分,發行公司：博偉電影,沒有評分,['勞勃普瑞茲(Rob Pritts)'],"['彼得柏格(Peter Berg)', '克里斯凱坦(Chris Kattan)', '彼得福克(Peter Falk)']","['犯罪', '喜劇']",普遍級/G
118,怪獸電力公司,Monsters Inc.,上映日期：2002-02-02,片　　長：01時46分,發行公司：博偉電影,沒有評分,"['大衛西佛曼(David Silverman)', '彼特達克特(Pete Docter)']",[''],"['奇幻', '喜劇', '動畫']",普遍級/G
119,珍珠港,Pearl Harbor,上映日期：2001-06-22,片　　長：02時43分,發行公司：博偉電影,沒有評分,['麥可貝(Michael Bay)'],"['小古巴古汀(Cuba Gooding Jr.)', '喬許哈奈特(Josh Hartnett)', '凱特貝琴薩(Kate Beckinsale)', '班艾佛列克(Ben Affleck)']","['劇情', '愛情', '戰爭']",保護級/P
120,長路將盡,Iris,上映日期：2002-03-16,片　　長：01時30分,發行公司：博偉電影,沒有評分,['李察艾爾(Richard Eyre)'],"['茱蒂丹契(Judi Dench)', '凱特溫絲蕾(Kate Winslet)', '吉姆布洛班特(Jim Broadbent)', 'Hugh Bonneville(Hugh Bonneville)']","['劇情', '歷史/傳記']",輔12級/PG12
121,不簡單的任務,The Dish,上映日期：2001-01-05,片　　長：01時41分,發行公司：春暉影業,沒有評分,['羅勃席區(Rob Sitch)'],"['山姆尼爾(Sam Neil)', '凱文赫林頓(Kevin Harrington)', '派屈克華博頓(Patrick Warburton)', '羅伊比林(Roy Billing)', '湯姆隆(Tom Long)']","['劇情', '喜劇']",普遍級/G
122,想飛.,Princess D,上映日期：2002-04-20,片　　長：未提供,發行公司：博偉電影,沒有評分,['袁錦麟'],"['陳冠希(Edison Chen)', '李心潔(Angelica Lee)', '吳彥祖']",['劇情'],未分類
123,榴槤飄飄,Durian Durian,上映日期：2001-12-22,片　　長：02時00分,發行公司：群體工作室,沒有評分,['陳果(Fruit Chan)'],"['麥惠芬', '秦海璐']",['劇情'],輔12級/PG12
124,各懷鬼胎,Heist,上映日期：2001-12-07,片　　長：01時47分,發行公司：邁拓娛樂,沒有評分,['大衛馬默(David Mamet)'],"['金哈克曼(Gene Hackman)', '丹尼狄維托(Danny DeVito)']","['動作', '劇情', '犯罪']",限制級/R
125,天才一族,The Royal Tenenbaums,上映日期：2002-04-27,片　　長：01時50分,發行公司：博偉電影,沒有評分,['魏斯安德森(Wes Anderson)'],"['歐文威爾森(Owen Wilson)', '金哈克曼(Gene Hackman)', '班史提勒(Ben Stiller)', '比爾默瑞(Bill Murray)', '葛妮絲派特羅(Gwyneth Paltrow)', '丹尼葛洛佛 (Danny Glover)', '安潔莉卡休斯頓(Anjelica Huston)']","['劇情', '喜劇']",未分類
126,魔鬼遊戲,The Weight of Water,上映日期：2001-11-10,片　　長：01時53分,發行公司：春暉影業,沒有評分,['凱薩琳畢格羅(Kathryn Bigelow)'],"['西恩潘(Sean Penn)', '凱薩琳麥寇(Catherine McCormack)', '伊莉莎白赫莉(Elizabeth Hurley)', '莎拉波莉(Sarah Polley)']",['懸疑/驚悚'],限制級/R
127,大都會,Metropolis,上映日期：2002-03-30,片　　長：01時47分,發行公司：博偉電影,沒有評分,['林太郎(Rintaro)'],[''],['動畫'],普遍級/G
128,殺出蟲圍,Arachnid,上映日期：2002-04-20,片　　長：01時35分,發行公司：春暉影業,沒有評分,['傑克休德(Jack Sholder)'],"['愛莉克斯瑞德(Alex Reid)', '克里斯波特(Chris Potter)', '彼普山卓(PepeSancho)']","['科幻', '恐怖', '懸疑/驚悚']",未分類
129,夢不落帝國,Peter Pan in Disney's Return to Neverland,上映日期：2002-04-05,片　　長：未提供,發行公司：博偉電影,沒有評分,['羅賓巴德(Robin Budd)'],[''],"['冒險', '奇幻', '溫馨/家庭', '動畫', '音樂/歌舞']",普遍級/G
130,你那邊幾點,What Time Is It There,上映日期：2002-03-15,片　　長：01時56分,發行公司：中影,沒有評分,['蔡明亮'],"['陳湘琪(Chen Shiang-Chyi)', '李康生', '陸弈靜(Lu Yi-ching)', '苗天']",['劇情'],輔12級/PG12
131,縱情四海,The Man Who Cried,上映日期：2001-11-24,片　　長：01時37分,發行公司：春暉影業,沒有評分,['莎莉波特(Sally Potter)'],"['強尼戴普(Johnny Depp)', '凱特布蘭琪(Cate Blanchett)', '約翰特托羅(John Turturro)', '克莉絲汀蕾琪(Christina Ricci)']",['劇情'],輔12級/PG12
132,失戀大不同,Get Over It,上映日期：2001-11-24,片　　長：01時27分,發行公司：年代影視,沒有評分,"[""湯米歐哈佛(Tommy O'Haver)""]","['克絲汀鄧斯特(Kirsten Dunst)', '班佛斯特(Ben Foster)', 'Sisqo(Sisqo)']","['喜劇', '愛情', '音樂/歌舞']",保護級/P
133,鬼胎記,Dragonfly,上映日期：2002-03-23,片　　長：01時30分,發行公司：博偉電影,沒有評分,['湯姆謝迪雅克(Tom Shadyac)'],"['凱文科斯納(Kevin Costner)', '凱西貝茲(Kathy Bates)', '凱薩琳艾比(Kathryn Erbe)']","['奇幻', '劇情', '懸疑/驚悚']",保護級/P
134,大腕,Big Shot's Funeral,上映日期：2002-03-30,片　　長：未提供,發行公司：博偉電影,沒有評分,['馮小剛'],"['唐納蘇德蘭(Donald Sutherland)', '葛優(Ge You)', '關之琳']",['劇情'],普遍級/G
135,暗戰-談判專家2,Running out of Time 2,上映日期：2002-03-30,片　　長：未提供,發行公司：龍祥,沒有評分,['杜琪峯(Johnnie To)'],"['黃卓', '林熙蕾', '劉青雲(Sean Lau)', '許邵雄', '鄭伊健']",['劇情'],普遍級/G
136,記憶拼圖,Memento,上映日期：2002-02-23,片　　長：02時00分,發行公司：邁拓娛樂,沒有評分,['克里斯多福諾蘭(Christopher Nolan)'],"['蓋皮爾斯(Guy Pearce)', '凱麗安摩斯(Carrie-Anne Moss)', '喬潘多林諾(Joe Pantollano)']","['犯罪', '懸疑/驚悚']",輔12級/PG12
137,禁入家園,Domestic Disturbance,上映日期：2002-01-12,片　　長：01時43分,發行公司：博偉電影,沒有評分,['哈洛貝克(Harold Becker)'],"['約翰屈伏塔(John Travolta)', '文斯范恩(Vince Vaughn)', '史蒂夫布希米(Steve Buscemi)', '泰瑞波羅(Teri Polo)']","['劇情', '懸疑/驚悚']",輔12級/PG12
138,神奇寶貝3-結晶塔的帝王,Pokemon 3,上映日期：2002-02-09,片　　長：01時33分,發行公司：春暉影業,沒有評分,[''],['酒井法子'],['動畫'],普遍級/G
139,A片猛男日記,The Fluffer,上映日期：2001-12-22,片　　長：01時34分,發行公司：華展影業,沒有評分,['瓦希魏斯特(Wash West)'],"['珍妮佛透納(Guinevere Turner)', '麥可康尼歐(Michael Cunio)', '米奇卡特瑞(Mickey Cottrell)', '史考特葛尼(Scott Gurney)']","['劇情', '喜劇', '愛情']",限制級/R
140,天翻地覆,See Spot Run,上映日期：2001-08-11,片　　長：01時34分,發行公司：華納,沒有評分,['John Whitesell(John Whitesell)'],"['大衛阿奎特(David Arquette)', '麥可克拉克鄧肯(Michael Clarke Duncan)', 'Joe Viterelli(Joe Viterelli)', '蕾絲莉畢柏(Leslie Bibb)']","['喜劇', '溫馨/家庭']",普遍級/G
141,人造天堂,Eureka,上映日期：2002-01-19,片　　長：未提供,發行公司：春暉影業,沒有評分,['青山真治(Shinji Aoyama)'],"['役所廣司(Kôji Yakusho)', '宮琦將', '宮琦青']",['劇情'],保護級/P
142,狼女,Wolf Girl,上映日期：2001-01-11,片　　長：未提供,發行公司：大來華展影業,沒有評分,['湯費斯傑羅(Thom Fitzgerald)'],"['葛麗絲瓊斯(Grace Jones)', '提姆科瑞(Tim Curry)', '維多莉亞桑雀絲(Victoria Sanchez)']","['奇幻', '恐怖', '懸疑/驚悚']",限制級/R
143,蜘蛛人,Spider-Man,上映日期：2002-05-03,片　　長：未提供,發行公司：博偉電影,沒有評分,['山姆雷米(Sam Raimi)'],"['克絲汀鄧斯特(Kirsten Dunst)', '托比麥奎爾(Tobey Maguire)', '威廉達佛(Willem Dafoe)']","['動作', '冒險', '科幻']",保護級/P
144,顫慄空間,Panic Room,上映日期：2002-04-13,片　　長：01時41分,發行公司：博偉電影,沒有評分,['大衛芬奇(David Fincher)'],"['傑瑞德雷托(Jared Leto)', '茱蒂福斯特(Jodie Foster)', '克莉絲汀史都華(Kristen Stewart)']","['劇情', '懸疑/驚悚']",保護級/P
145,鋼琴教師,The Piano Teacher,上映日期：2002-01-12,片　　長：02時10分,發行公司：中影,沒有評分,['麥可漢內克(Michael Haneke)'],"['安妮吉拉杜(Annie Girardot)', '貝諾麥吉梅(Benoît Magimel)', '伊莎貝雨蓓(Isabelle Huppert)']","['劇情', '音樂/歌舞']",限制級/R
146,仲夏夜春夢,One Night At McCool's,上映日期：2001-10-20,片　　長：01時33分,發行公司：年代影視,沒有評分,['哈洛茲華(Harald Zwart)'],"['麗芙泰勒(Liv Tyler)', '麥特狄倫(Matt Dillon)', '約翰古德曼(John Goodman)', '麥可道格拉斯(Michael Douglas)', '保羅萊瑟(Paul Reiser )']","['犯罪', '喜劇', '愛情']",輔12級/PG12
147,二月十四,Be My Valentine,上映日期：2002-03-02,片　　長：01時48分,發行公司：中影,沒有評分,['周晏子'],"['黃文永', '柯宇綸(Lawrence Ko)', '孫耀威', '王宇婕', '向雲', '尹昭德']",['劇情'],普遍級/G
148,驚婚計,Birthday Girl,上映日期：2002-04-19,片　　長：01時33分,發行公司：年代影視,沒有評分,['特華巴滋三兄弟(Jez Butterworth)'],"['妮可基嫚(Nicole Kidman)', '班查普林(Ben Chaplin)', '馬修卡索維茲(Mathieu Kassovitz)', '文森卡索(Vincent Cassel)']","['劇情', '犯罪', '喜劇', '愛情']",未分類
